chid,n_tested,n_positive,S_c,ci_lower,ci_upper,raw_rate,n_mechanisms,mechanism_details,tcpl_binary_compliant,tcpl_ternary_compliant,tcpl_binary_proposed_ci,tcpl_ternary_proposed_ci,tcpl_binary_proposed_quantile,tcpl_ternary_proposed_quantile
369896.0,0,0,0.3999999999999999,0.15,0.75,0.0,3,"{'GENERAL': {'n_tested': 9, 'n_positive': 1, 'score': 0.15}, 'NEURO': {'n_tested': 4, 'n_positive': 1, 'score': 0.3}, 'NR': {'n_tested': 1, 'n_positive': 1, 'score': 0.75}}",1,1,1,1,1,2
59871.0,0,0,0.2479166666666666,0.1458333333333333,0.3791666666666666,0.0,4,"{'NEURO': {'n_tested': 9, 'n_positive': 4, 'score': 0.45}, 'GENERAL': {'n_tested': 11, 'n_positive': 1, 'score': 0.125}, 'CYTO': {'n_tested': 1, 'n_positive': 0, 'score': 0.25}, 'NR': {'n_tested': 2, 'n_positive': 0, 'score': 0.16666666666666666}}",1,1,0,1,1,1
59926.0,0,0,0.0861111111111111,0.0416666666666666,0.1666666666666666,0.0,3,"{'NEURO': {'n_tested': 9, 'n_positive': 0, 'score': 0.05}, 'GENERAL': {'n_tested': 11, 'n_positive': 0, 'score': 0.041666666666666664}, 'NR': {'n_tested': 2, 'n_positive': 0, 'score': 0.16666666666666666}}",0,1,0,0,0,0
59969.0,0,0,0.2125,0.1041666666666666,0.3249999999999999,0.0,4,"{'NEURO': {'n_tested': 5, 'n_positive': 0, 'score': 0.08333333333333333}, 'GENERAL': {'n_tested': 9, 'n_positive': 3, 'score': 0.35}, 'CYTO': {'n_tested': 1, 'n_positive': 0, 'score': 0.25}, 'NR': {'n_tested': 2, 'n_positive': 0, 'score': 0.16666666666666666}}",1,1,0,1,0,1
379991.0,0,0,0.2666666666666666,0.05,0.5,0.0,3,"{'NEURO': {'n_tested': 5, 'n_positive': 1, 'score': 0.25}, 'GENERAL': {'n_tested': 9, 'n_positive': 0, 'score': 0.05}, 'NR': {'n_tested': 2, 'n_positive': 1, 'score': 0.5}}",1,1,0,1,1,1
40150.0,0,0,0.2305555555555555,0.0416666666666666,0.5,0.0,3,"{'NEURO': {'n_tested': 9, 'n_positive': 1, 'score': 0.15}, 'GENERAL': {'n_tested': 11, 'n_positive': 0, 'score': 0.041666666666666664}, 'NR': {'n_tested': 2, 'n_positive': 1, 'score': 0.5}}",1,1,0,1,1,1
59920.0,0,0,0.3458333333333333,0.0999999999999999,0.6875,0.0,4,"{'NEURO': {'n_tested': 9, 'n_positive': 0, 'score': 0.05}, 'GENERAL': {'n_tested': 9, 'n_positive': 2, 'score': 0.25}, 'CYTO': {'n_tested': 1, 'n_positive': 0, 'score': 0.25}, 'NR': {'n_tested': 2, 'n_positive': 2, 'score': 0.8333333333333334}}",1,1,1,1,1,2
337446.0,0,0,0.2129629629629629,0.0555555555555555,0.4166666666666667,0.0,3,"{'NEURO': {'n_tested': 5, 'n_positive': 2, 'score': 0.4166666666666667}, 'GENERAL': {'n_tested': 8, 'n_positive': 0, 'score': 0.05555555555555555}, 'NR': {'n_tested': 2, 'n_positive': 0, 'score': 0.16666666666666666}}",1,1,0,1,0,1
59919.0,0,0,0.1770833333333333,0.1354166666666666,0.2291666666666666,0.0,4,"{'NEURO': {'n_tested': 8, 'n_positive': 1, 'score': 0.16666666666666666}, 'GENERAL': {'n_tested': 11, 'n_positive': 1, 'score': 0.125}, 'CYTO': {'n_tested': 1, 'n_positive': 0, 'score': 0.25}, 'NR': {'n_tested': 2, 'n_positive': 0, 'score': 0.16666666666666666}}",1,1,0,1,0,1
382620.0,0,0,0.3402777777777777,0.0833333333333333,0.75,0.0,3,"{'NEURO': {'n_tested': 5, 'n_positive': 0, 'score': 0.08333333333333333}, 'GENERAL': {'n_tested': 7, 'n_positive': 1, 'score': 0.1875}, 'NR': {'n_tested': 1, 'n_positive': 1, 'score': 0.75}}",1,1,1,1,1,2
27831.0,0,0,0.225,0.075,0.4,0.0,4,"{'GENERAL': {'n_tested': 9, 'n_positive': 0, 'score': 0.05}, 'CYTO': {'n_tested': 1, 'n_positive': 0, 'score': 0.25}, 'NEURO': {'n_tested': 4, 'n_positive': 0, 'score': 0.1}, 'NR': {'n_tested': 2, 'n_positive': 1, 'score': 0.5}}",1,1,0,1,0,1
892442.0,0,0,0.151010101010101,0.1363636363636363,0.1666666666666666,0.0,3,"{'NEURO': {'n_tested': 9, 'n_positive': 1, 'score': 0.15}, 'GENERAL': {'n_tested': 10, 'n_positive': 1, 'score': 0.13636363636363635}, 'NR': {'n_tested': 2, 'n_positive': 0, 'score': 0.16666666666666666}}",1,1,0,0,0,0
44969.0,0,0,0.3555555555555555,0.15,0.75,0.0,3,"{'NEURO': {'n_tested': 9, 'n_positive': 1, 'score': 0.15}, 'GENERAL': {'n_tested': 8, 'n_positive': 1, 'score': 0.16666666666666666}, 'NR': {'n_tested': 1, 'n_positive': 1, 'score': 0.75}}",1,1,1,1,1,2
59832.0,0,0,0.404040404040404,0.0454545454545454,0.75,0.0,3,"{'NEURO': {'n_tested': 5, 'n_positive': 2, 'score': 0.4166666666666667}, 'GENERAL': {'n_tested': 10, 'n_positive': 0, 'score': 0.045454545454545456}, 'NR': {'n_tested': 1, 'n_positive': 1, 'score': 0.75}}",1,1,1,1,1,2
27140.0,0,0,0.2670454545454545,0.25,0.3011363636363636,0.0,4,"{'NEURO': {'n_tested': 9, 'n_positive': 2, 'score': 0.25}, 'GENERAL': {'n_tested': 10, 'n_positive': 3, 'score': 0.3181818181818182}, 'CYTO': {'n_tested': 1, 'n_positive': 0, 'score': 0.25}, 'NR': {'n_tested': 1, 'n_positive': 0, 'score': 0.25}}",1,2,0,1,1,1
59927.0,0,0,0.190530303030303,0.0757575757575757,0.275,0.0,4,"{'GENERAL': {'n_tested': 10, 'n_positive': 0, 'score': 0.045454545454545456}, 'CYTO': {'n_tested': 1, 'n_positive': 0, 'score': 0.25}, 'NEURO': {'n_tested': 4, 'n_positive': 1, 'score': 0.3}, 'NR': {'n_tested': 2, 'n_positive': 0, 'score': 0.16666666666666666}}",1,1,0,1,0,1
37708.0,0,0,0.2522785039941903,0.085112563543936,0.5049019607843138,0.0,6,"{'GENERAL': {'n_tested': 107, 'n_positive': 5, 'score': 0.05092592592592592}, 'CYTO': {'n_tested': 1, 'n_positive': 0, 'score': 0.25}, 'NEURO': {'n_tested': 4, 'n_positive': 0, 'score': 0.1}, 'NR': {'n_tested': 220, 'n_positive': 6, 'score': 0.029411764705882353}, 'MET': {'n_tested': 1, 'n_positive': 0, 'score': 0.25}, 'SR': {'n_tested': 2, 'n_positive': 2, 'score': 0.8333333333333334}}",1,1,0,1,1,1
381090.0,0,0,0.1613636363636363,0.0727272727272727,0.25,0.0,4,"{'GENERAL': {'n_tested': 10, 'n_positive': 0, 'score': 0.045454545454545456}, 'CYTO': {'n_tested': 1, 'n_positive': 0, 'score': 0.25}, 'NEURO': {'n_tested': 4, 'n_positive': 0, 'score': 0.1}, 'NR': {'n_tested': 1, 'n_positive': 0, 'score': 0.25}}",1,1,0,1,0,0
61881.0,0,0,0.2388888888888888,0.1666666666666666,0.3,0.0,3,"{'GENERAL': {'n_tested': 2, 'n_positive': 0, 'score': 0.16666666666666666}, 'CYTO': {'n_tested': 1, 'n_positive': 0, 'score': 0.25}, 'NEURO': {'n_tested': 4, 'n_positive': 1, 'score': 0.3}}",1,1,0,1,1,1
51419.0,0,0,0.2083333333333333,0.125,0.25,0.0,3,"{'GENERAL': {'n_tested': 3, 'n_positive': 0, 'score': 0.125}, 'CYTO': {'n_tested': 1, 'n_positive': 0, 'score': 0.25}, 'NEURO': {'n_tested': 1, 'n_positive': 0, 'score': 0.25}}",1,1,0,1,0,1
59799.0,0,0,0.3416666666666666,0.15,0.5,0.0,3,"{'NEURO': {'n_tested': 9, 'n_positive': 1, 'score': 0.15}, 'GENERAL': {'n_tested': 11, 'n_positive': 4, 'score': 0.375}, 'NR': {'n_tested': 2, 'n_positive': 1, 'score': 0.5}}",1,1,1,1,1,2
30030.0,0,0,0.3229166666666666,0.2083333333333333,0.4375,0.0,4,"{'NEURO': {'n_tested': 3, 'n_positive': 1, 'score': 0.375}, 'GENERAL': {'n_tested': 8, 'n_positive': 1, 'score': 0.16666666666666666}, 'NR': {'n_tested': 2, 'n_positive': 1, 'score': 0.5}, 'CYTO': {'n_tested': 1, 'n_positive': 0, 'score': 0.25}}",1,2,1,1,1,2
378880.0,0,0,0.246590909090909,0.1181818181818181,0.409090909090909,0.0,4,"{'GENERAL': {'n_tested': 10, 'n_positive': 1, 'score': 0.13636363636363635}, 'CYTO': {'n_tested': 1, 'n_positive': 0, 'score': 0.25}, 'NEURO': {'n_tested': 4, 'n_positive': 0, 'score': 0.1}, 'NR': {'n_tested': 2, 'n_positive': 1, 'score': 0.5}}",1,1,0,1,1,1
59828.0,0,0,0.1520833333333333,0.0729166666666666,0.225,0.0,4,"{'NEURO': {'n_tested': 9, 'n_positive': 1, 'score': 0.15}, 'GENERAL': {'n_tested': 11, 'n_positive': 0, 'score': 0.041666666666666664}, 'CYTO': {'n_tested': 1, 'n_positive': 0, 'score': 0.25}, 'NR': {'n_tested': 2, 'n_positive': 0, 'score': 0.16666666666666666}}",1,1,0,1,0,0
62122.0,0,0,0.2454545454545454,0.1,0.5,0.0,3,"{'GENERAL': {'n_tested': 10, 'n_positive': 1, 'score': 0.13636363636363635}, 'NEURO': {'n_tested': 4, 'n_positive': 0, 'score': 0.1}, 'NR': {'n_tested': 2, 'n_positive': 1, 'score': 0.5}}",1,1,0,1,1,1
400587.0,0,0,0.2301136363636363,0.0852272727272727,0.40625,0.0,4,"{'GENERAL': {'n_tested': 10, 'n_positive': 0, 'score': 0.045454545454545456}, 'CYTO': {'n_tested': 1, 'n_positive': 0, 'score': 0.25}, 'NEURO': {'n_tested': 3, 'n_positive': 0, 'score': 0.125}, 'NR': {'n_tested': 2, 'n_positive': 1, 'score': 0.5}}",1,1,0,1,1,1
892417.0,0,0,0.2462121212121212,0.1874999999999999,0.3011363636363636,0.0,4,"{'GENERAL': {'n_tested': 10, 'n_positive': 3, 'score': 0.3181818181818182}, 'CYTO': {'n_tested': 1, 'n_positive': 0, 'score': 0.25}, 'NEURO': {'n_tested': 2, 'n_positive': 0, 'score': 0.16666666666666666}, 'NR': {'n_tested': 1, 'n_positive': 0, 'score': 0.25}}",1,2,0,1,1,1
880134.0,0,0,0.1343434343434343,0.1,0.1666666666666666,0.0,3,"{'NEURO': {'n_tested': 4, 'n_positive': 0, 'score': 0.1}, 'GENERAL': {'n_tested': 10, 'n_positive': 1, 'score': 0.13636363636363635}, 'NR': {'n_tested': 2, 'n_positive': 0, 'score': 0.16666666666666666}}",1,1,0,0,0,0
67331.0,0,0,0.2145833333333333,0.175,0.25,0.0,4,"{'NEURO': {'n_tested': 9, 'n_positive': 1, 'score': 0.15}, 'GENERAL': {'n_tested': 11, 'n_positive': 2, 'score': 0.20833333333333334}, 'CYTO': {'n_tested': 1, 'n_positive': 0, 'score': 0.25}, 'NR': {'n_tested': 1, 'n_positive': 0, 'score': 0.25}}",1,2,0,1,0,1
190950.0,0,0,0.1729166666666666,0.09375,0.25,0.0,4,"{'NEURO': {'n_tested': 9, 'n_positive': 1, 'score': 0.15}, 'GENERAL': {'n_tested': 11, 'n_positive': 0, 'score': 0.041666666666666664}, 'CYTO': {'n_tested': 1, 'n_positive': 0, 'score': 0.25}, 'NR': {'n_tested': 1, 'n_positive': 0, 'score': 0.25}}",1,1,0,1,0,1
881157.0,0,0,0.1520833333333333,0.0729166666666666,0.225,0.0,4,"{'NEURO': {'n_tested': 9, 'n_positive': 1, 'score': 0.15}, 'GENERAL': {'n_tested': 11, 'n_positive': 0, 'score': 0.041666666666666664}, 'CYTO': {'n_tested': 1, 'n_positive': 0, 'score': 0.25}, 'NR': {'n_tested': 2, 'n_positive': 0, 'score': 0.16666666666666666}}",1,1,0,1,0,0
868151.0,0,0,0.203125,0.109375,0.25,0.0,4,"{'NEURO': {'n_tested': 9, 'n_positive': 2, 'score': 0.25}, 'GENERAL': {'n_tested': 7, 'n_positive': 0, 'score': 0.0625}, 'CYTO': {'n_tested': 1, 'n_positive': 0, 'score': 0.25}, 'NR': {'n_tested': 1, 'n_positive': 0, 'score': 0.25}}",1,1,0,1,0,1
74915.0,0,0,0.1479166666666666,0.0791666666666666,0.21875,0.0,4,"{'NEURO': {'n_tested': 9, 'n_positive': 0, 'score': 0.05}, 'GENERAL': {'n_tested': 11, 'n_positive': 1, 'score': 0.125}, 'CYTO': {'n_tested': 1, 'n_positive': 0, 'score': 0.25}, 'NR': {'n_tested': 2, 'n_positive': 0, 'score': 0.16666666666666666}}",1,1,0,1,0,0
276659.0,0,0,0.1757575757575757,0.1431818181818182,0.225,0.0,4,"{'NEURO': {'n_tested': 9, 'n_positive': 1, 'score': 0.15}, 'GENERAL': {'n_tested': 10, 'n_positive': 1, 'score': 0.13636363636363635}, 'CYTO': {'n_tested': 1, 'n_positive': 0, 'score': 0.25}, 'NR': {'n_tested': 2, 'n_positive': 0, 'score': 0.16666666666666666}}",1,1,0,1,0,1
59921.0,0,0,0.353125,0.134375,0.625,0.0,4,"{'NEURO': {'n_tested': 7, 'n_positive': 0, 'score': 0.0625}, 'GENERAL': {'n_tested': 9, 'n_positive': 3, 'score': 0.35}, 'CYTO': {'n_tested': 1, 'n_positive': 0, 'score': 0.25}, 'NR': {'n_tested': 1, 'n_positive': 1, 'score': 0.75}}",1,1,1,1,1,2
60965.0,0,0,0.3238636363636363,0.1477272727272727,0.5,0.0,4,"{'GENERAL': {'n_tested': 10, 'n_positive': 0, 'score': 0.045454545454545456}, 'CYTO': {'n_tested': 1, 'n_positive': 0, 'score': 0.25}, 'NEURO': {'n_tested': 4, 'n_positive': 2, 'score': 0.5}, 'NR': {'n_tested': 2, 'n_positive': 1, 'score': 0.5}}",1,1,1,1,1,2
62599.0,0,0,0.175,0.125,0.25,0.0,3,"{'NEURO': {'n_tested': 9, 'n_positive': 1, 'score': 0.15}, 'GENERAL': {'n_tested': 11, 'n_positive': 1, 'score': 0.125}, 'NR': {'n_tested': 1, 'n_positive': 0, 'score': 0.25}}",1,1,0,1,0,1
59834.0,0,0,0.21875,0.1874999999999999,0.25,0.0,4,"{'NEURO': {'n_tested': 9, 'n_positive': 2, 'score': 0.25}, 'GENERAL': {'n_tested': 11, 'n_positive': 2, 'score': 0.20833333333333334}, 'CYTO': {'n_tested': 1, 'n_positive': 0, 'score': 0.25}, 'NR': {'n_tested': 2, 'n_positive': 0, 'score': 0.16666666666666666}}",1,2,0,1,0,1
315130.0,0,0,0.3697916666666666,0.2031249999999999,0.625,0.0,4,"{'NEURO': {'n_tested': 8, 'n_positive': 1, 'score': 0.16666666666666666}, 'GENERAL': {'n_tested': 7, 'n_positive': 2, 'score': 0.3125}, 'CYTO': {'n_tested': 1, 'n_positive': 0, 'score': 0.25}, 'NR': {'n_tested': 1, 'n_positive': 1, 'score': 0.75}}",1,2,1,1,1,2
74616.0,0,0,0.1270833333333333,0.0458333333333333,0.2083333333333333,0.0,4,"{'NEURO': {'n_tested': 9, 'n_positive': 0, 'score': 0.05}, 'GENERAL': {'n_tested': 11, 'n_positive': 0, 'score': 0.041666666666666664}, 'CYTO': {'n_tested': 1, 'n_positive': 0, 'score': 0.25}, 'NR': {'n_tested': 2, 'n_positive': 0, 'score': 0.16666666666666666}}",1,1,0,1,0,0
380390.0,0,0,0.171590909090909,0.0931818181818181,0.25,0.0,4,"{'NEURO': {'n_tested': 9, 'n_positive': 0, 'score': 0.05}, 'GENERAL': {'n_tested': 10, 'n_positive': 1, 'score': 0.13636363636363635}, 'CYTO': {'n_tested': 1, 'n_positive': 0, 'score': 0.25}, 'NR': {'n_tested': 1, 'n_positive': 0, 'score': 0.25}}",1,1,0,1,0,1
59916.0,0,0,0.15,0.05,0.25,0.0,2,"{'GENERAL': {'n_tested': 9, 'n_positive': 0, 'score': 0.05}, 'NR': {'n_tested': 1, 'n_positive': 0, 'score': 0.25}}",1,1,0,1,0,0
395037.0,0,0,0.1632575757575757,0.1166666666666666,0.2215909090909091,0.0,4,"{'GENERAL': {'n_tested': 10, 'n_positive': 1, 'score': 0.13636363636363635}, 'CYTO': {'n_tested': 1, 'n_positive': 0, 'score': 0.25}, 'NEURO': {'n_tested': 4, 'n_positive': 0, 'score': 0.1}, 'NR': {'n_tested': 2, 'n_positive': 0, 'score': 0.16666666666666666}}",1,1,0,1,0,0
67629.0,0,0,0.1613636363636363,0.0727272727272727,0.25,0.0,4,"{'GENERAL': {'n_tested': 10, 'n_positive': 0, 'score': 0.045454545454545456}, 'CYTO': {'n_tested': 1, 'n_positive': 0, 'score': 0.25}, 'NEURO': {'n_tested': 4, 'n_positive': 0, 'score': 0.1}, 'NR': {'n_tested': 1, 'n_positive': 0, 'score': 0.25}}",1,1,0,1,0,0
59914.0,0,0,0.1666666666666666,0.1666666666666666,0.1666666666666666,0.0,3,"{'NEURO': {'n_tested': 2, 'n_positive': 0, 'score': 0.16666666666666666}, 'GENERAL': {'n_tested': 8, 'n_positive': 1, 'score': 0.16666666666666666}, 'NR': {'n_tested': 2, 'n_positive': 0, 'score': 0.16666666666666666}}",1,1,0,0,0,1
310730.0,0,0,0.3888888888888888,0.1666666666666666,0.75,0.0,3,"{'NEURO': {'n_tested': 1, 'n_positive': 1, 'score': 0.75}, 'GENERAL': {'n_tested': 8, 'n_positive': 1, 'score': 0.16666666666666666}, 'NR': {'n_tested': 1, 'n_positive': 0, 'score': 0.25}}",1,1,1,1,1,2
37707.0,0,0,0.2362627346081184,0.0864143581051256,0.43678955453149,0.0,6,"{'GENERAL': {'n_tested': 115, 'n_positive': 3, 'score': 0.03017241379310345}, 'CYTO': {'n_tested': 1, 'n_positive': 0, 'score': 0.25}, 'NEURO': {'n_tested': 4, 'n_positive': 3, 'score': 0.7}, 'NR': {'n_tested': 216, 'n_positive': 4, 'score': 0.020737327188940093}, 'MET': {'n_tested': 1, 'n_positive': 0, 'score': 0.25}, 'SR': {'n_tested': 2, 'n_positive': 0, 'score': 0.16666666666666666}}",1,1,0,1,1,1
61753.0,0,0,0.2083333333333333,0.1666666666666666,0.25,0.0,2,"{'NEURO': {'n_tested': 5, 'n_positive': 1, 'score': 0.25}, 'GENERAL': {'n_tested': 2, 'n_positive': 0, 'score': 0.16666666666666666}}",1,1,0,1,0,1
380257.0,0,0,0.2222222222222222,0.1666666666666666,0.25,0.0,3,"{'NEURO': {'n_tested': 1, 'n_positive': 0, 'score': 0.25}, 'GENERAL': {'n_tested': 8, 'n_positive': 1, 'score': 0.16666666666666666}, 'NR': {'n_tested': 1, 'n_positive': 0, 'score': 0.25}}",1,1,0,1,0,1
377826.0,0,0,0.0984848484848484,0.0454545454545454,0.1666666666666666,0.0,3,"{'NEURO': {'n_tested': 5, 'n_positive': 0, 'score': 0.08333333333333333}, 'GENERAL': {'n_tested': 10, 'n_positive': 0, 'score': 0.045454545454545456}, 'NR': {'n_tested': 2, 'n_positive': 0, 'score': 0.16666666666666666}}",0,1,0,0,0,0
880413.0,0,0,0.2430555555555555,0.125,0.4375,0.0,3,"{'NEURO': {'n_tested': 3, 'n_positive': 0, 'score': 0.125}, 'GENERAL': {'n_tested': 7, 'n_positive': 3, 'score': 0.4375}, 'NR': {'n_tested': 2, 'n_positive': 0, 'score': 0.16666666666666666}}",1,1,0,1,1,1
379295.0,0,0,0.4375,0.375,0.5,0.0,3,"{'NEURO': {'n_tested': 3, 'n_positive': 1, 'score': 0.375}, 'GENERAL': {'n_tested': 7, 'n_positive': 3, 'score': 0.4375}, 'NR': {'n_tested': 2, 'n_positive': 1, 'score': 0.5}}",1,2,1,1,1,2
194615.0,0,0,0.1888888888888888,0.15,0.25,0.0,3,"{'NEURO': {'n_tested': 9, 'n_positive': 1, 'score': 0.15}, 'GENERAL': {'n_tested': 8, 'n_positive': 1, 'score': 0.16666666666666666}, 'NR': {'n_tested': 1, 'n_positive': 0, 'score': 0.25}}",1,1,0,1,0,1
65586.0,0,0,0.1458333333333333,0.0833333333333333,0.1875,0.0,3,"{'NEURO': {'n_tested': 5, 'n_positive': 0, 'score': 0.08333333333333333}, 'GENERAL': {'n_tested': 7, 'n_positive': 1, 'score': 0.1875}, 'NR': {'n_tested': 2, 'n_positive': 0, 'score': 0.16666666666666666}}",1,1,0,0,0,0
382063.0,0,0,0.2592592592592592,0.25,0.2777777777777778,0.0,3,"{'CYTO': {'n_tested': 1, 'n_positive': 0, 'score': 0.25}, 'GENERAL': {'n_tested': 8, 'n_positive': 2, 'score': 0.2777777777777778}, 'NR': {'n_tested': 1, 'n_positive': 0, 'score': 0.25}}",1,2,0,1,1,1
379901.0,0,0,0.1770833333333333,0.09375,0.25,0.0,4,"{'NEURO': {'n_tested': 9, 'n_positive': 2, 'score': 0.25}, 'GENERAL': {'n_tested': 11, 'n_positive': 0, 'score': 0.041666666666666664}, 'CYTO': {'n_tested': 1, 'n_positive': 0, 'score': 0.25}, 'NR': {'n_tested': 2, 'n_positive': 0, 'score': 0.16666666666666666}}",1,1,0,1,0,1
